"bedrooms","bathrooms","area","floors","yearbuilt","location","condition","garage","price"
"7","18","6641.7","4","2008","Suburban","Poor","Yes","1527000.0"
"11","18","8382.2","4","1976","Suburban","Poor","Yes","1539000.0"
"14","14","8280.4","4","1970","Suburban","Poor","Yes","1470000.0"
"8","14","5532.9","3","1979","Suburban","Poor","Yes","1068000.0"
"17","6","6997.4","1","1973","Suburban","Poor","Yes","1238000.0"
"20","8","9371.7","5","1991","Suburban","Poor","Yes","1907000.0"
"16","1","7847.6","5","1966","Suburban","Poor","Yes","1272000.0"
"4","19","3509.6","4","2010","Suburban","Poor","Yes","978000.0"
"11","8","4985.5","3","1911","Suburban","Poor","Yes","912000.0"
"9","14","7138.0","2","1985","Suburban","Poor","Yes","1330000.0"
"19","10","7097.5","5","1987","Suburban","Poor","Yes","1567000.0"
"13","2","6528.3","2","1989","Suburban","Poor","Yes","1171000.0"
"9","13","5943.7","2","1953","Suburban","Poor","Yes","1042000.0"
"8","1","3063.0","2","1946","Suburban","Poor","Yes","504000.0"
"18","2","6333.9","1","2012","Suburban","Poor","Yes","1454000.0"
"17","1","8511.2","2","1993","Suburban","Poor","Yes","1584000.0"
"19","5","2275.5","2","1991","Suburban","Poor","Yes","811000.0"
"20","9","10248.1","1","1990","Suburban","Poor","Yes","1971000.0"
"8","18","5017.3","2","1956","Suburban","Poor","Yes","1006000.0"
"9","10","4730.0","4","1986","Suburban","Poor","Yes","985000.0"
"18","19","10476.2","2","1971","Suburban","Poor","Yes","1875000.0"
"7","17","5171.0","4","1957","Suburban","Poor","Yes","1010000.0"
"6","13","6657.1","4","1958","Suburban","Poor","Yes","1075000.0"
"18","12","9987.0","1","1980","Suburban","Poor","Yes","1803000.0"
"11","16","5014.1","2","1955","Suburban","Poor","Yes","1045000.0"
"8","6","5059.8","2","2013","Suburban","Poor","Yes","1087000.0"
"5","7","4401.7","1","2011","Suburban","Poor","Yes","893000.0"
"19","20","11462.8","1","1971","Suburban","Poor","Yes","2011000.0"
"10","5","5265.7","3","1936","Suburban","Poor","Yes","864000.0"
"6","15","4736.0","2","1991","Suburban","Poor","Yes","1003000.0"
"2","4","4110.0","1","1916","Suburban","Poor","Yes","629000.0"
"4","19","6454.0","3","1980","Suburban","Poor","Yes","1178000.0"
"8","5","6411.7","4","1914","Suburban","Poor","Yes","954000.0"
"18","10","8340.7","1","2001","Suburban","Poor","Yes","1805000.0"
"17","20","13197.2","4","1986","Suburban","Poor","Yes","2466000.0"
"13","5","7976.5","3","2000","Suburban","Poor","Yes","1554000.0"
"3","13","5540.2","4","1978","Suburban","Poor","Yes","933000.0"
"15","8","7097.6","1","1967","Suburban","Poor","Yes","1213000.0"
"6","15","6079.7","5","1979","Suburban","Poor","Yes","1132000.0"
"3","1","1947.7","3","1983","Suburban","Poor","Yes","305000.0"
"11","5","5725.9","5","1982","Suburban","Poor","Yes","1058000.0"
"18","7","10092.8","3","1950","Suburban","Poor","Yes","1627000.0"
"16","18","8211.7","5","2013","Suburban","Poor","Yes","2074000.0"
"8","2","2640.4","2","1959","Suburban","Poor","Yes","458000.0"
"9","20","11188.2","5","1953","Suburban","Poor","Yes","1786000.0"
"8","1","1816.5","3","1957","Suburban","Poor","Yes","383000.0"
"16","12","8697.3","2","1976","Suburban","Poor","Yes","1563000.0"
"3","6","3698.7","3","1942","Suburban","Poor","Yes","536000.0"
"7","6","5427.7","3","1993","Suburban","Poor","Yes","990000.0"
"5","3","4443.0","3","1966","Suburban","Poor","Yes","712000.0"
"12","16","8152.9","5","1972","Suburban","Poor","Yes","1472000.0"
"13","5","7836.2","1","1996","Suburban","Poor","Yes","1461000.0"
"19","3","9121.5","2","1988","Suburban","Poor","Yes","1675000.0"
"15","7","11600.8","1","1952","Suburban","Poor","Yes","1687000.0"
"15","15","6484.4","1","1937","Suburban","Poor","Yes","1272000.0"
"9","15","5301.4","4","1985","Suburban","Poor","Yes","1142000.0"
"11","6","4639.0","2","1962","Suburban","Poor","Yes","824000.0"
"19","7","12825.5","3","1977","Suburban","Poor","Yes","2061000.0"
"18","16","10987.6","1","2009","Suburban","Poor","Yes","2432000.0"
"5","10","1853.8","1","1986","Suburban","Poor","Yes","465000.0"
"9","9","5048.3","1","1954","Suburban","Poor","Yes","857000.0"
"20","7","9194.6","4","1940","Suburban","Poor","Yes","1594000.0"
"2","12","4245.4","4","1959","Suburban","Poor","Yes","719000.0"
"11","10","8819.8","1","1991","Suburban","Poor","Yes","1582000.0"
"12","9","3952.9","3","1932","Suburban","Poor","Yes","843000.0"
"14","3","6683.0","5","1972","Suburban","Poor","Yes","1125000.0"
"12","3","3904.8","3","1977","Suburban","Poor","Yes","763000.0"
"12","9","10055.7","1","2011","Suburban","Poor","Yes","2033000.0"
"4","17","6188.2","3","2007","Suburban","Poor","Yes","1338000.0"
"9","13","6042.6","3","1991","Suburban","Poor","Yes","1236000.0"
"5","6","4662.6","2","2009","Suburban","Poor","Yes","920000.0"
"9","7","4398.6","1","1978","Suburban","Poor","Yes","794000.0"
"6","8","3803.6","5","2003","Suburban","Poor","Yes","856000.0"
"5","20","8100.0","5","1965","Suburban","Poor","Yes","1349000.0"
"3","4","1890.7","2","1977","Suburban","Poor","Yes","304000.0"
"11","9","5699.7","4","1903","Suburban","Poor","Yes","1023000.0"
"8","12","7456.3","4","1974","Suburban","Poor","Yes","1228000.0"
"12","10","8498.8","5","1930","Suburban","Poor","Yes","1387000.0"
"20","20","11697.4","4","1922","Suburban","Poor","Yes","2101000.0"
"14","9","6891.6","4","2008","Suburban","Poor","Yes","1580000.0"
"2","5","3342.2","5","1920","Suburban","Poor","Yes","509000.0"
"2","2","4620.0","1","1971","Suburban","Poor","Yes","579000.0"
"7","4","4238.8","3","2011","Suburban","Poor","Yes","892000.0"
"3","17","6211.7","2","1990","Suburban","Poor","Yes","1157000.0"
"10","13","4497.7","1","1995","Suburban","Poor","Yes","1044000.0"
"16","4","7309.0","4","1991","Suburban","Poor","Yes","1437000.0"
"15","7","5075.0","5","2009","Suburban","Poor","Yes","1300000.0"
"19","2","10004.4","5","1998","Suburban","Poor","Yes","1956000.0"
"17","19","13197.1","4","1970","Suburban","Poor","Yes","2172000.0"
"14","11","3198.4","2","1959","Suburban","Poor","Yes","831000.0"
"15","7","3907.7","5","2013","Suburban","Poor","Yes","1133000.0"
"15","19","13283.9","1","1959","Suburban","Poor","Yes","2087000.0"
"19","18","16489.3","4","1984","Suburban","Poor","Yes","2864000.0"
"9","3","5921.2","1","1986","Suburban","Poor","Yes","969000.0"
"8","16","5968.9","5","1958","Suburban","Poor","Yes","1119000.0"
"5","4","1812.0","1","1924","Suburban","Poor","Yes","299000.0"
"1","1","3773.0","3","1942","Suburban","Poor","Yes","493000.0"
"13","9","8438.3","3","1923","Suburban","Poor","Yes","1357000.0"
"6","4","3536.6","4","2009","Suburban","Poor","Yes","757000.0"
"19","16","9637.3","3","2003","Suburban","Poor","Yes","2190000.0"
"13","9","7737.4","2","1914","Suburban","Poor","Yes","1266000.0"
"14","20","13317.0","1","1968","Suburban","Poor","Yes","2083000.0"
"11","5","5582.8","2","1966","Suburban","Poor","Yes","909000.0"
"16","19","8078.5","2","1970","Suburban","Poor","Yes","1558000.0"
"20","10","9964.0","2","1938","Suburban","Poor","Yes","1702000.0"
"14","2","6096.1","1","2001","Suburban","Poor","Yes","1223000.0"
"1","16","3863.1","3","2007","Suburban","Poor","Yes","925000.0"
"3","4","4413.0","1","1949","Suburban","Poor","Yes","741000.0"
"15","7","9267.4","4","2013","Suburban","Poor","Yes","2013000.0"
"3","4","3446.0","2","1943","Suburban","Poor","Yes","464000.0"
"11","3","6706.9","4","2007","Suburban","Poor","Yes","1358000.0"
"14","15","7950.1","3","1994","Suburban","Poor","Yes","1690000.0"
"16","4","4586.5","5","2002","Suburban","Poor","Yes","1148000.0"
"13","16","10084.9","1","1992","Suburban","Poor","Yes","1927000.0"
"5","16","5787.6","2","1997","Suburban","Poor","Yes","1187000.0"
"16","10","6413.8","4","1920","Suburban","Poor","Yes","1244000.0"
"11","6","4283.4","5","1952","Suburban","Poor","Yes","830000.0"
"18","5","9889.0","4","1971","Suburban","Poor","Yes","1588000.0"
"12","11","7832.6","1","1972","Suburban","Poor","Yes","1287000.0"
"19","2","7771.8","4","2012","Suburban","Poor","Yes","1762000.0"
"13","1","6129.7","5","2000","Suburban","Poor","Yes","1255000.0"
"9","6","2297.9","4","2004","Suburban","Poor","Yes","652000.0"
"4","6","3008.5","4","1995","Suburban","Poor","Yes","600000.0"
"2","10","3228.0","3","1984","Suburban","Poor","Yes","615000.0"
"7","15","4113.2","5","1988","Suburban","Poor","Yes","970000.0"
"12","13","5584.4","2","1990","Suburban","Poor","Yes","1225000.0"
"16","15","9805.1","1","1993","Suburban","Poor","Yes","1959000.0"
"15","16","8740.6","1","1970","Suburban","Poor","Yes","1536000.0"
"13","9","9055.0","5","1989","Suburban","Poor","Yes","1681000.0"
"6","15","4386.6","2","1984","Suburban","Poor","Yes","913000.0"
"5","15","5267.1","1","1980","Suburban","Poor","Yes","956000.0"
"5","13","6350.4","2","1996","Suburban","Poor","Yes","1206000.0"
"1","6","3914.5","4","1976","Suburban","Poor","Yes","603000.0"
"19","20","11769.9","1","2000","Suburban","Poor","Yes","2511000.0"
"16","17","4728.4","2","1964","Suburban","Poor","Yes","1156000.0"
"4","11","3777.7","4","1986","Suburban","Poor","Yes","754000.0"
"20","16","9091.3","5","1993","Suburban","Poor","Yes","2037000.0"
"7","12","5103.0","5","1931","Suburban","Poor","Yes","927000.0"
"11","17","10973.8","4","1965","Suburban","Poor","Yes","1743000.0"
"5","11","4414.0","2","1976","Suburban","Poor","Yes","771000.0"
"14","20","11115.1","4","2008","Suburban","Poor","Yes","2454000.0"
"16","15","4191.6","2","1999","Suburban","Poor","Yes","1224000.0"
"5","4","4365.0","1","1985","Suburban","Poor","Yes","850000.0"
"15","10","6523.3","4","1986","Suburban","Poor","Yes","1368000.0"
"14","10","6234.6","1","1972","Suburban","Poor","Yes","1141000.0"
"16","11","5545.3","1","2008","Suburban","Poor","Yes","1405000.0"
"9","18","9082.0","1","1922","Suburban","Poor","Yes","1460000.0"
"9","19","5723.6","3","1977","Suburban","Poor","Yes","1190000.0"
"7","10","7272.3","3","1990","Suburban","Poor","Yes","1290000.0"
"7","14","3881.5","2","1966","Suburban","Poor","Yes","785000.0"
"18","2","7009.8","3","1978","Suburban","Poor","Yes","1271000.0"
"6","18","6985.1","3","1974","Suburban","Poor","Yes","1218000.0"
"8","1","4981.1","5","1980","Suburban","Poor","Yes","822000.0"
"16","3","6104.3","5","2005","Suburban","Poor","Yes","1386000.0"
"14","10","5422.6","1","1975","Suburban","Poor","Yes","1073000.0"
"9","14","6303.1","4","2008","Suburban","Poor","Yes","1451000.0"
"15","10","7121.8","2","1980","Suburban","Poor","Yes","1357000.0"
"1","13","4238.7","2","1962","Suburban","Poor","Yes","706000.0"
"15","16","12439.0","5","1985","Suburban","Poor","Yes","2244000.0"
"7","13","4132.7","3","1987","Suburban","Poor","Yes","901000.0"
"6","11","5654.5","2","1978","Suburban","Poor","Yes","956000.0"
"20","5","10131.3","3","1937","Suburban","Poor","Yes","1645000.0"
"7","17","6712.9","2","1990","Suburban","Poor","Yes","1325000.0"
"1","2","4561.0","1","1966","Suburban","Poor","Yes","617000.0"
"9","19","6841.8","2","2000","Suburban","Poor","Yes","1522000.0"
"14","10","9389.1","5","1971","Suburban","Poor","Yes","1539000.0"
"17","4","8404.3","2","1972","Suburban","Poor","Yes","1364000.0"
"10","18","7128.6","2","1942","Suburban","Poor","Yes","1286000.0"
"15","10","8411.9","5","2012","Suburban","Poor","Yes","1927000.0"
"1","17","5064.0","3","1990","Suburban","Poor","Yes","1017000.0"
"5","19","6302.3","2","1981","Suburban","Poor","Yes","1178000.0"
"10","11","7477.8","5","1976","Suburban","Poor","Yes","1298000.0"
"6","10","4603.0","3","1999","Suburban","Poor","Yes","960000.0"
"16","1","5902.9","3","1964","Suburban","Poor","Yes","1030000.0"
"12","1","3618.1","5","1967","Suburban","Poor","Yes","710000.0"
"1","4","654.0","1","1956","Suburban","Poor","Yes","136000.0"
"4","1","3014.0","3","1932","Suburban","Poor","Yes","493000.0"
"12","5","4888.7","4","1993","Suburban","Poor","Yes","1037000.0"
"16","1","6804.3","5","1999","Suburban","Poor","Yes","1421000.0"
"14","12","6375.6","3","1969","Suburban","Poor","Yes","1211000.0"
"16","19","7578.2","4","1929","Suburban","Poor","Yes","1534000.0"
"7","16","9540.5","5","1993","Suburban","Poor","Yes","1775000.0"
"16","11","8677.7","2","1996","Suburban","Poor","Yes","1780000.0"
"16","15","8448.2","4","2005","Suburban","Poor","Yes","1952000.0"
"17","7","8458.9","2","1996","Suburban","Poor","Yes","1701000.0"
"10","12","8964.7","1","1998","Suburban","Poor","Yes","1698000.0"
"11","3","7298.2","5","2012","Suburban","Poor","Yes","1517000.0"
"1","1","737.0","3","1929","Suburban","Poor","Yes","135000.0"
"10","6","4597.3","3","2009","Suburban","Poor","Yes","1050000.0"
"4","2","3060.0","2","2003","Suburban","Poor","Yes","620000.0"
"17","17","12926.1","5","1904","Suburban","Poor","Yes","2122000.0"
"10","4","5184.9","2","1987","Suburban","Poor","Yes","938000.0"
"8","19","7387.9","5","1942","Suburban","Poor","Yes","1328000.0"
"17","3","7444.7","4","1945","Suburban","Poor","Yes","1256000.0"
"14","17","9756.9","3","1931","Suburban","Poor","Yes","1670000.0"
"14","11","5599.6","1","1986","Suburban","Poor","Yes","1196000.0"
"2","17","5083.1","1","1963","Suburban","Poor","Yes","855000.0"
"1","2","1128.0","3","1971","Suburban","Poor","Yes","207000.0"
"3","19","3903.1","5","1954","Suburban","Poor","Yes","822000.0"
"16","17","11597.7","1","1936","Suburban","Poor","Yes","1891000.0"
"17","1","7517.9","1","2010","Suburban","Poor","Yes","1605000.0"
"7","1","2519.7","2","2010","Suburban","Poor","Yes","555000.0"
"3","1","4127.0","1","1902","Suburban","Poor","Yes","552000.0"
"19","6","10757.9","3","1975","Suburban","Poor","Yes","1770000.0"
"14","20","8662.1","2","1968","Suburban","Poor","Yes","1590000.0"
"8","15","8633.6","3","1964","Suburban","Poor","Yes","1362000.0"
"12","1","4976.3","3","1996","Suburban","Poor","Yes","1000000.0"
"16","16","9649.1","1","1995","Suburban","Poor","Yes","1981000.0"
"1","4","1269.0","2","1947","Suburban","Poor","Yes","206000.0"
"14","15","7054.0","2","1934","Suburban","Poor","Yes","1324000.0"
"10","6","3689.5","4","1980","Suburban","Poor","Yes","772000.0"
"8","8","6286.5","3","1977","Suburban","Poor","Yes","1034000.0"
"12","3","3672.1","1","1992","Suburban","Poor","Yes","781000.0"
"11","3","5428.7","3","1935","Suburban","Poor","Yes","871000.0"
"14","12","7971.2","2","2002","Suburban","Poor","Yes","1711000.0"
"2","6","3401.2","2","2013","Suburban","Poor","Yes","685000.0"
"6","1","2789.5","2","1962","Suburban","Poor","Yes","425000.0"
"5","3","4725.0","2","1985","Suburban","Poor","Yes","826000.0"
"14","18","11228.9","1","1913","Suburban","Poor","Yes","1819000.0"
"16","19","8908.7","5","1979","Suburban","Poor","Yes","1795000.0"
"15","4","9332.2","1","1944","Suburban","Poor","Yes","1385000.0"
"7","2","4534.3","5","1944","Suburban","Poor","Yes","685000.0"
"17","11","10310.7","3","1979","Suburban","Poor","Yes","1815000.0"
"7","9","3380.9","1","2008","Suburban","Poor","Yes","797000.0"
"3","10","4161.8","5","1908","Suburban","Poor","Yes","688000.0"
"16","4","6951.4","1","1996","Suburban","Poor","Yes","1390000.0"
"19","11","7997.4","3","1991","Suburban","Poor","Yes","1717000.0"
"19","2","8056.7","2","1978","Suburban","Poor","Yes","1405000.0"
"7","11","5790.4","3","1974","Suburban","Poor","Yes","981000.0"
"16","5","4471.7","2","1965","Suburban","Poor","Yes","912000.0"
"15","16","7916.1","3","1983","Suburban","Poor","Yes","1610000.0"
"4","16","3883.5","3","1975","Suburban","Poor","Yes","784000.0"
"20","18","11231.4","2","1968","Suburban","Poor","Yes","1984000.0"
"5","3","2481.0","2","1920","Suburban","Poor","Yes","432000.0"
"10","1","4723.6","3","2010","Suburban","Poor","Yes","1004000.0"
"8","20","10963.7","1","2002","Suburban","Poor","Yes","2145000.0"
"16","13","9954.4","4","1992","Suburban","Poor","Yes","1975000.0"
"6","3","5132.6","3","2009","Suburban","Poor","Yes","982000.0"
"17","9","6342.3","4","1916","Suburban","Poor","Yes","1244000.0"
"14","6","6310.9","5","1985","Suburban","Poor","Yes","1250000.0"
"9","6","5588.3","3","2012","Suburban","Poor","Yes","1208000.0"
"16","11","6909.4","4","1965","Suburban","Poor","Yes","1317000.0"
"15","2","5099.5","1","2008","Suburban","Poor","Yes","1147000.0"
"9","2","4502.1","3","1990","Suburban","Poor","Yes","820000.0"
"2","2","1224.4","2","2013","Suburban","Poor","Yes","249000.0"
"20","11","6536.1","4","1962","Suburban","Poor","Yes","1376000.0"
"2","3","2275.5","5","1936","Suburban","Poor","Yes","356000.0"
"8","6","3940.5","1","1961","Suburban","Poor","Yes","657000.0"
"14","5","5296.0","4","1993","Suburban","Poor","Yes","1144000.0"
"4","7","2459.6","5","1915","Suburban","Poor","Yes","474000.0"
"12","17","9178.9","2","1948","Suburban","Poor","Yes","1542000.0"
"3","6","3044.0","1","1956","Suburban","Poor","Yes","434000.0"
"14","15","11045.3","3","1992","Suburban","Poor","Yes","2097000.0"
"16","2","7147.8","2","2002","Suburban","Poor","Yes","1456000.0"
"3","6","2513.3","1","1990","Suburban","Poor","Yes","443000.0"
"4","12","3345.3","2","1982","Suburban","Poor","Yes","667000.0"
"2","1","1688.0","1","1991","Suburban","Poor","Yes","261000.0"
"1","13","1379.0","1","2019","Urban","Excellent","Yes","738000.0"
"7","17","7164.1","4","1944","Urban","Excellent","Yes","2096000.0"
"13","15","10235.0","3","2015","Urban","Excellent","Yes","4209000.0"
"15","11","6893.6","4","2023","Urban","Excellent","Yes","3164000.0"
"17","20","8780.6","2","2023","Urban","Excellent","Yes","4065000.0"
"14","12","8008.1","2","1934","Urban","Excellent","Yes","2345000.0"
"16","7","9019.9","4","2014","Urban","Excellent","Yes","3694000.0"
"19","5","10679.3","1","2021","Urban","Excellent","Yes","4493000.0"
"7","11","5672.1","2","2001","Urban","Excellent","Yes","2109000.0"
"2","7","1703.5","3","1939","Urban","Excellent","Yes","542000.0"
"11","2","4797.4","1","2023","Urban","Excellent","Yes","2058000.0"
"12","17","6575.6","3","2022","Urban","Excellent","Yes","3042000.0"
"15","19","12298.0","5","1978","Urban","Excellent","Yes","3789000.0"
"19","1","3122.8","3","2021","Urban","Excellent","Yes","1632000.0"
"12","18","3940.4","5","1988","Urban","Excellent","Yes","1708000.0"
"1","2","1475.9","3","1996","Urban","Excellent","Yes","508000.0"
"15","10","9034.5","2","2021","Urban","Excellent","Yes","3880000.0"
"1","17","2590.3","2","2023","Urban","Excellent","Yes","1302000.0"
"12","2","4620.9","3","2013","Urban","Excellent","Yes","1913000.0"
"13","1","3534.9","2","2021","Urban","Excellent","Yes","1622000.0"
"19","18","11139.0","5","2022","Urban","Excellent","Yes","4991000.0"
"12","16","10096.0","3","2014","Urban","Excellent","Yes","4123000.0"
"4","12","3781.7","3","2020","Urban","Excellent","Yes","1674000.0"
"20","5","10830.9","2","2006","Urban","Excellent","Yes","4122000.0"
"3","12","4390.4","2","2020","Urban","Excellent","Yes","1860000.0"
"13","18","8928.1","2","2010","Urban","Excellent","Yes","3651000.0"
"1","3","1204.0","1","2007","Urban","Excellent","Yes","346000.0"
"19","2","6056.0","2","1993","Urban","Excellent","Yes","2230000.0"
"4","7","3882.6","4","2019","Urban","Excellent","Yes","1625000.0"
"9","17","10411.7","4","2014","Urban","Excellent","Yes","4193000.0"
"13","9","4123.1","1","1996","Urban","Excellent","Yes","1657000.0"
"16","13","8138.4","1","1999","Urban","Excellent","Yes","3092000.0"
"12","8","4982.0","5","2020","Urban","Excellent","Yes","2279000.0"
"1","8","2447.5","1","2019","Urban","Excellent","Yes","1043000.0"
"11","8","4436.4","1","2017","Urban","Excellent","Yes","1952000.0"
"20","7","5396.3","2","2016","Urban","Excellent","Yes","2508000.0"
"14","5","4788.4","5","1938","Urban","Excellent","Yes","1522000.0"
"2","17","3991.5","1","2020","Urban","Excellent","Yes","1787000.0"
"5","12","5194.1","1","2016","Urban","Excellent","Yes","2135000.0"
"3","2","2560.0","2","2000","Urban","Excellent","Yes","1158000.0"
"16","20","7850.6","1","1997","Urban","Excellent","Yes","3083000.0"
"7","13","5231.2","2","2004","Urban","Excellent","Yes","2050000.0"
"1","7","1058.2","2","2001","Urban","Excellent","Yes","471000.0"
"20","18","9109.0","4","1975","Urban","Excellent","Yes","3000000.0"
"14","15","9316.1","5","2020","Urban","Excellent","Yes","4069000.0"
"19","10","7956.9","2","2023","Urban","Excellent","Yes","3622000.0"
"4","9","2261.6","4","2022","Urban","Excellent","Yes","1081000.0"
"11","13","5281.8","2","2009","Urban","Excellent","Yes","2243000.0"
"12","1","3193.5","4","2015","Urban","Excellent","Yes","1444000.0"
"5","5","2777.6","4","1995","Urban","Excellent","Yes","1014000.0"
"7","9","3317.7","2","2014","Urban","Excellent","Yes","1449000.0"
"15","10","9627.5","1","2022","Urban","Excellent","Yes","4116000.0"
"14","14","9245.8","1","1966","Urban","Excellent","Yes","2651000.0"
"5","17","5709.2","4","2014","Urban","Excellent","Yes","2423000.0"
"3","6","3182.6","2","2010","Urban","Excellent","Yes","1211000.0"
"10","7","6362.2","1","2021","Urban","Excellent","Yes","2683000.0"
"10","20","9054.0","2","2023","Urban","Excellent","Yes","3995000.0"
"10","6","6341.2","2","2023","Urban","Excellent","Yes","2709000.0"
"18","2","6760.9","3","2003","Urban","Excellent","Yes","2622000.0"
"17","11","9292.8","5","2023","Urban","Excellent","Yes","4144000.0"
"8","11","4876.8","1","2015","Urban","Excellent","Yes","2063000.0"
"18","7","7668.6","1","2016","Urban","Excellent","Yes","3263000.0"
"13","7","8654.8","1","1997","Urban","Excellent","Yes","3020000.0"
"19","15","4831.6","4","1905","Urban","Excellent","Yes","1822000.0"
"1","2","2863.0","3","1982","Urban","Excellent","Yes","748000.0"
"8","11","5634.7","2","2018","Urban","Excellent","Yes","2398000.0"
"16","1","4921.4","1","2018","Urban","Excellent","Yes","2160000.0"
"15","18","9798.2","3","1995","Urban","Excellent","Yes","3592000.0"
"15","5","5711.1","3","2020","Urban","Excellent","Yes","2541000.0"
"11","6","5446.3","5","1995","Urban","Excellent","Yes","1999000.0"
"4","2","2108.8","5","1999","Urban","Excellent","Yes","773000.0"
"3","4","2737.2","4","2014","Urban","Excellent","Yes","1083000.0"
"16","3","6042.4","1","2013","Urban","Excellent","Yes","2502000.0"
"9","14","3540.6","2","2022","Urban","Excellent","Yes","1750000.0"
"5","8","5167.2","5","2022","Urban","Excellent","Yes","2202000.0"
"12","8","6905.7","1","2007","Urban","Excellent","Yes","2677000.0"
"3","13","5056.1","1","2021","Urban","Excellent","Yes","2126000.0"
"4","11","3085.7","3","2021","Urban","Excellent","Yes","1405000.0"
"2","20","3585.0","3","2010","Urban","Excellent","Yes","1616000.0"
"6","7","4094.7","4","2021","Urban","Excellent","Yes","1777000.0"
"10","1","7249.7","3","2016","Urban","Excellent","Yes","2852000.0"
"16","19","12433.8","2","2003","Urban","Excellent","Yes","4699000.0"
"1","4","1860.5","3","1903","Urban","Excellent","Yes","525000.0"
"11","9","3620.7","5","2021","Urban","Excellent","Yes","1775000.0"
"20","4","8641.1","5","2013","Urban","Excellent","Yes","3595000.0"
"15","12","4019.8","4","2014","Urban","Excellent","Yes","1983000.0"
"11","8","8042.7","2","2023","Urban","Excellent","Yes","3418000.0"
"20","4","6795.5","3","1998","Urban","Excellent","Yes","2622000.0"
"4","11","4617.8","2","1981","Urban","Excellent","Yes","1433000.0"
"4","6","4180.2","1","2016","Urban","Excellent","Yes","1636000.0"
"7","20","7373.3","3","2021","Urban","Excellent","Yes","3252000.0"
"14","20","9932.8","2","2015","Urban","Excellent","Yes","4201000.0"
"5","17","5097.5","3","1934","Urban","Excellent","Yes","1554000.0"
"7","3","4697.9","2","2022","Urban","Excellent","Yes","1940000.0"
"6","3","4070.2","4","1996","Urban","Excellent","Yes","1403000.0"
"16","11","13046.6","4","2003","Urban","Excellent","Yes","4783000.0"
"6","10","4659.6","2","2016","Urban","Excellent","Yes","1946000.0"
"12","8","5508.2","2","1925","Urban","Excellent","Yes","1647000.0"
"9","19","6313.4","3","2015","Urban","Excellent","Yes","2777000.0"
"15","9","7981.9","1","1996","Urban","Excellent","Yes","2877000.0"
"6","5","3206.8","4","2018","Urban","Excellent","Yes","1309000.0"
"16","17","12970.2","3","1996","Urban","Excellent","Yes","4590000.0"
"3","9","3409.4","3","2023","Urban","Excellent","Yes","1485000.0"
"4","1","2028.2","4","2013","Urban","Excellent","Yes","815000.0"
"14","13","6009.5","1","1960","Urban","Excellent","Yes","1888000.0"
"16","16","10171.3","2","2019","Urban","Excellent","Yes","4381000.0"
"3","2","1649.3","5","1946","Urban","Excellent","Yes","470000.0"
"14","18","11686.2","1","2021","Urban","Excellent","Yes","4980000.0"
"17","13","10459.2","3","2010","Urban","Excellent","Yes","4203000.0"
"13","6","2437.0","3","2013","Urban","Excellent","Yes","1241000.0"
"9","1","3765.7","4","2006","Urban","Excellent","Yes","1476000.0"
"3","7","2277.9","1","2021","Urban","Excellent","Yes","975000.0"
"8","18","4720.3","4","2005","Urban","Excellent","Yes","2042000.0"
"13","17","10035.6","2","2023","Urban","Excellent","Yes","4390000.0"
"4","4","4064.0","2","1957","Urban","Excellent","Yes","1169000.0"
"1","4","2393.1","4","2023","Urban","Excellent","Yes","1023000.0"
"13","2","8202.7","4","2022","Urban","Excellent","Yes","3428000.0"
"8","5","5380.1","5","2000","Urban","Excellent","Yes","1963000.0"
"14","6","4896.2","5","1955","Urban","Excellent","Yes","1565000.0"
"2","15","5993.9","5","2009","Urban","Excellent","Yes","2367000.0"
"10","14","6008.1","5","2009","Urban","Excellent","Yes","2529000.0"
"17","20","5472.1","3","1984","Urban","Excellent","Yes","2205000.0"
"19","16","6326.5","3","2019","Urban","Excellent","Yes","3050000.0"
"13","1","7074.0","5","1959","Urban","Excellent","Yes","1970000.0"
"6","7","3815.6","5","2015","Urban","Excellent","Yes","1621000.0"
"2","1","1639.8","3","2013","Urban","Excellent","Yes","638000.0"
"9","13","3224.5","4","1911","Urban","Excellent","Yes","1166000.0"
"14","7","7838.4","2","1996","Urban","Excellent","Yes","2788000.0"
"3","7","3711.8","2","2021","Urban","Excellent","Yes","1528000.0"
"2","6","1600.7","3","1995","Urban","Excellent","Yes","613000.0"
"20","1","8511.2","4","2011","Urban","Excellent","Yes","3450000.0"
"6","7","3081.8","3","2016","Urban","Excellent","Yes","1337000.0"
"15","18","9211.5","4","1998","Urban","Excellent","Yes","3510000.0"
"5","3","3274.2","2","2012","Urban","Excellent","Yes","1257000.0"
"6","6","2794.4","1","2023","Urban","Excellent","Yes","1242000.0"
"6","16","4613.2","2","2019","Urban","Excellent","Yes","2077000.0"
"3","4","1439.0","3","1982","Urban","Excellent","Yes","577000.0"
"12","16","9070.0","3","2023","Urban","Excellent","Yes","3994000.0"
"9","20","5694.0","3","1997","Urban","Excellent","Yes","2278000.0"
"6","19","5865.9","3","2004","Urban","Excellent","Yes","2356000.0"
"6","7","4607.0","2","1900","Urban","Excellent","Yes","1271000.0"
"15","17","11287.5","2","2023","Urban","Excellent","Yes","4917000.0"
"1","19","7442.4","2","2014","Urban","Excellent","Yes","2995000.0"
"13","10","7635.1","5","1974","Urban","Excellent","Yes","2316000.0"
"5","18","5417.2","2","2016","Urban","Excellent","Yes","2338000.0"
